index,method,url,protocol,userAgent,pragma,cacheControl,accept,acceptEncoding,acceptCharset,acceptLanguage,host,connection,contentLength,contentType,cookie,payload,label
530,GET,http://localhost:8080/tienda1/publico/pagar.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=B06465F1A29AD74C02D5FB355D09D52F,precioA=6801,anom
530,GET,http://localhost:8080/tienda1/publico/pagar.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=B06465F1A29AD74C02D5FB355D09D52F,B1=Confirmar,anom
531,GET,http://localhost:8080/tienda1/asf-logo-wide.gif,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=7FD15D071778643151F8252EACDD69D4,,anom
532,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=30243FC4DC0EE20848C22874E4E4DA85,modo=registro,anom
532,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=30243FC4DC0EE20848C22874E4E4DA85,login=sabadash,anom
532,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=30243FC4DC0EE20848C22874E4E4DA85,password=gurullada,anom
532,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=30243FC4DC0EE20848C22874E4E4DA85,nombre=Sergio,anom
532,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=30243FC4DC0EE20848C22874E4E4DA85,apellidos=Dinardi+Compres,anom
532,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=30243FC4DC0EE20848C22874E4E4DA85,email=wences.seigner%40aldufa.es,anom
532,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=30243FC4DC0EE20848C22874E4E4DA85,dni=92012174F,anom
562,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=8A6F0C44FFB1B0A3252466B241B2347A,provincia=Tarragona,anom
562,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=8A6F0C44FFB1B0A3252466B241B2347A,ntc=9293437709151698,anom
562,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=8A6F0C44FFB1B0A3252466B241B2347A,B1=Registrar,anom
563,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=CA9625A7115113544130BD03E8FDF95B,modo=registro,anom
563,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=CA9625A7115113544130BD03E8FDF95B,login=strauss,anom
563,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=CA9625A7115113544130BD03E8FDF95B,password=manirrota,anom
563,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=CA9625A7115113544130BD03E8FDF95B,nombre=Dania,anom
563,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=CA9625A7115113544130BD03E8FDF95B,apellidos=Alc%E1ce.%2Br,anom
563,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=CA9625A7115113544130BD03E8FDF95B,email=everrett%40fernandosoto.zr,anom
563,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=CA9625A7115113544130BD03E8FDF95B,dni=34016342D,anom
563,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=CA9625A7115113544130BD03E8FDF95B,direccion=Doctor+Gomez+Ulla%2C+7+13B,anom
563,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=CA9625A7115113544130BD03E8FDF95B,ciudad=Boada+de+Campos,anom
563,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=CA9625A7115113544130BD03E8FDF95B,cp=45573,anom
563,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=CA9625A7115113544130BD03E8FDF95B,provincia=Tarragona,anom
563,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=CA9625A7115113544130BD03E8FDF95B,ntc=9293437709151698,anom
563,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=CA9625A7115113544130BD03E8FDF95B,B1=Registrar,anom
564,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=1C718B58BEAE78E2877632EBC388C597,modoA=registro,anom
564,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=1C718B58BEAE78E2877632EBC388C597,login=strauss,anom
564,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=1C718B58BEAE78E2877632EBC388C597,password=manirrota,anom
564,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=1C718B58BEAE78E2877632EBC388C597,nombre=Dania,anom
564,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=1C718B58BEAE78E2877632EBC388C597,apellidos=Cucurull+Forn,anom
564,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=1C718B58BEAE78E2877632EBC388C597,email=everrett%40fernandosoto.zr,anom
564,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=1C718B58BEAE78E2877632EBC388C597,dni=34016342D,anom
564,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=1C718B58BEAE78E2877632EBC388C597,direccion=Doctor+Gomez+Ulla%2C+7+13B,anom
564,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=1C718B58BEAE78E2877632EBC388C597,ciudad=Boada+de+Campos,anom
564,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=1C718B58BEAE78E2877632EBC388C597,cp=45573,anom
564,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=1C718B58BEAE78E2877632EBC388C597,provincia=Tarragona,anom
564,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=1C718B58BEAE78E2877632EBC388C597,ntc=9293437709151698,anom
564,GET,http://localhost:8080/tienda1/publico/registro.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=1C718B58BEAE78E2877632EBC388C597,B1=Registrar,anom
565,GET,http://localhost:8080/tienda1/publico/vaciar.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=2C9FD547510010B24E4532D016D281F0,B2=%27%3B+DROP+TABLE+usuarios%3B+SELECT+*+FROM+datos+WHERE+nombre+LIKE+%27%25,anom
566,GET,http://localhost:8080/tienda1/publico/vaciar.jsp,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=C51388329D2A0F4C7608DCDB6E8AA63F,B2A=Vaciar+carrito,anom
567,GET,http://localhost:8080.java,HTTP/1.1,Mozilla/5.0 (compatible Konqueror/3.5 Linux) KHTML/3.5.8 (like Gecko),no-cache,no-cache,"text/xml,application/xml,application/xhtml+xml,text/html;q=0.9,text/plain;q=0.8,image/png,*/*;q=0.5,application/exe","x-gzip, x-deflate, gzip, deflate, exec","utf-8, utf-8;q=0.5, *;q=0.5",en,localhost:8080,keep-alive,null,null,JSESSIONID=26D83EB79E3981BEA505E78064F649D0,,anom
